BEST_SCORE,CO_CLUSTERING,ITEM_KNN,NMF,POPULARITY,SLOPE,SVD,SVDpp,USER_KNN
15.2,634.17,1811.66,91.73,2.44,1086.53,34.07,23.03,677.71
