BEST_SCORE,CO_CLUSTERING,ITEM_KNN,NMF,POPULARITY,SLOPE,SVD,SVDpp,USER_KNN
12.0,244.1,365.4,16.7,1.78,224.86,19.83,14.06,1682.22
