BEST_SCORE,CO_CLUSTERING,ITEM_KNN,NMF,POPULARITY,SLOPE,SVD,SVDpp,USER_KNN
15.11,333.64,511.86,22.73,2.5,318.35,35.46,22.94,6030.3
