BEST_SCORE,CO_CLUSTERING,ITEM_KNN,NMF,POPULARITY,SLOPE,SVD,SVDpp,USER_KNN
10.17,194.79,291.51,13.44,1.7,183.62,17.5,12.45,1731.47
