BEST_SCORE,CO_CLUSTERING,ITEM_KNN,NMF,POPULARITY,SLOPE,SVD,SVDpp,USER_KNN
8932.42,42531.68,239.19,19002.44,18.23,13655.52,5243.78,4729.24,9891.66
