BEST_SCORE,CO_CLUSTERING,ITEM_KNN,NMF,POPULARITY,SLOPE,SVD,SVDpp,USER_KNN
2623.32,25124.25,76.12,2299.61,13.04,6598.41,953.96,624.99,5331.51
