BEST_SCORE,CO_CLUSTERING,ITEM_KNN,NMF,POPULARITY,SLOPE,SVD,SVDpp,USER_KNN
9098.46,42028.72,119.23,3775.94,18.04,11175.3,1635.21,1452.92,9181.55
