BEST_SCORE,CO_CLUSTERING,ITEM_KNN,NMF,POPULARITY,SLOPE,SVD,SVDpp,USER_KNN
1565.07,5057.98,21.32,2336.09,1.46,1709.8,709.28,552.41,1234.66
