BEST_SCORE,CO_CLUSTERING,ITEM_KNN,NMF,POPULARITY,SLOPE,SVD,SVDpp,USER_KNN
1381.17,12640.08,68.46,1987.01,12.39,3937.01,798.85,687.41,2939.81
