BEST_SCORE,CO_CLUSTERING,ITEM_KNN,NMF,POPULARITY,SLOPE,SVD,SVDpp,USER_KNN
1370.89,11985.59,86.13,11219.71,13.11,8244.53,2818.63,2696.87,5937.93
