BEST_SCORE,CO_CLUSTERING,ITEM_KNN,NMF,POPULARITY,SLOPE,SVD,SVDpp,USER_KNN
1596.75,5072.75,14.39,459.35,1.51,1406.45,303.95,278.98,1148.17
