BEST_SCORE,CO_CLUSTERING,ITEM_KNN,NMF,POPULARITY,SLOPE,SVD,SVDpp,USER_KNN
9.27,183.66,274.67,12.9,1.63,161.34,14.88,10.54,1251.31
