BEST_SCORE,CO_CLUSTERING,ITEM_KNN,NMF,POPULARITY,SLOPE,SVD,SVDpp,USER_KNN
7.6,156.53,228.18,10.52,1.55,136.21,13.21,9.39,1367.03
