BEST_SCORE,CO_CLUSTERING,ITEM_KNN,NMF,POPULARITY,SLOPE,SVD,SVDpp,USER_KNN
13.9,576.33,1654.34,83.42,2.31,982.12,31.01,20.95,616.98
