BEST_SCORE,CO_CLUSTERING,ITEM_KNN,NMF,POPULARITY,SLOPE,SVD,SVDpp,USER_KNN
3872.02,28136.9,142.44,13723.29,14.76,10253.62,3973.18,3530.41,7376.52
