BEST_SCORE,CO_CLUSTERING,ITEM_KNN,NMF,POPULARITY,SLOPE,SVD,SVDpp,USER_KNN
2428.77,16948.48,91.75,2456.91,13.92,5375.44,1107.25,970.79,3987.65
