BEST_SCORE,CO_CLUSTERING,ITEM_KNN,NMF,POPULARITY,SLOPE,SVD,SVDpp,USER_KNN
2419.59,16428.1,113.77,13507.54,14.57,9956.75,3478.12,3228.84,7161.56
