BEST_SCORE,CO_CLUSTERING,ITEM_KNN,NMF,POPULARITY,SLOPE,SVD,SVDpp,USER_KNN
3927.39,30217.86,101.85,2967.28,14.6,8069.44,1443.41,954.38,6507.13
